/IN_AMP X,/IN_AMP Y,/OUT_AMP X,/OUT_AMP Y
3.93942622146238e-10,0.0007503420038845804,3.93942622146238e-10,0.0007846035303387518
3.942307692308e-10,0.0007520259858736001,3.942307692308e-10,0.0007505751059668047
3.94497851630129e-10,0.0007046383339287193,3.94497851630129e-10,0.0007159015899778863
3.947146094379709e-10,0.0006661796276262876,3.947146094379709e-10,0.0006871044951184064
3.951368939122468e-10,0.000591254923718481,3.951368939122468e-10,0.0006273040125832785
3.956857499901318e-10,0.0004938729889598167,3.956857499901318e-10,0.0005425701885299315
3.967834621459019e-10,0.0002991091194424882,3.967834621459019e-10,0.0003517727582163878
3.98978886457442e-10,-9.041861959216882e-05,3.98978886457442e-10,-9.195687458404211e-05
4.033697350805222e-10,-0.0008694740976614827,4.033697350805222e-10,-0.0009964531378984435
4.038461538462e-10,-0.0009540036911677,4.038461538462e-10,-0.00108645698428103
4.040879381625519e-10,-0.0009479542497311365,4.040879381625519e-10,-0.0011294932842493
4.043154908344558e-10,-0.0009422608839116057,4.043154908344558e-10,-0.001169348167086752
4.047518524421366e-10,-0.0009313431203831087,4.047518524421366e-10,-0.001241950114409263
4.052603473761571e-10,-0.0009186205816735722,4.052603473761571e-10,-0.001319669776095394
4.06277337244198e-10,-0.0008931755042544992,4.06277337244198e-10,-0.001449678068593296
4.083113169802798e-10,-0.0008422853494163531,4.083113169802798e-10,-0.001589974558550098
4.123792764524434e-10,-0.0007405050397400609,4.123792764524434e-10,-0.001333531651642958
4.133962663204843e-10,-0.0007150599623209879,4.133962663204843e-10,-0.001155346778154528
4.137158659039652e-10,-0.0006623755544303236,4.137158659039652e-10,-0.001090397129204773
4.143550650709271e-10,-0.0005340687236780995,4.143550650709271e-10,-0.0009487423220381634
4.150003989407272e-10,-0.000404530470359235,4.150003989407272e-10,-0.0007909178489331444
4.156190024232496e-10,-0.0002803578236519522,4.156190024232496e-10,-0.0006271519305745826
4.164026137796173e-10,-0.0001230630478235213,4.164026137796173e-10,-0.0004048837010373843
4.172262819191027e-10,4.227235001696469e-05,4.172262819191027e-10,-0.0001570805488971423
4.179590736739902e-10,0.0001893660768718798,4.179590736739902e-10,7.131201616458527e-05
4.189768444507007e-10,0.0003936638130729908,4.189768444507007e-10,0.0003954937681673457
4.20235508848853e-10,0.00064631626985757,4.20235508848853e-10,0.0007926956082669626
4.223653437949562e-10,0.001073839311320076,4.223653437949562e-10,0.001401521633361367
4.230769230769e-10,0.001216675045805,4.230769230769e-10,0.001577896352650377
4.232641921821e-10,0.001205317156971691,4.232641921821e-10,0.001620445135793361
4.235517293533089e-10,0.001187878000509936,4.235517293533089e-10,0.001684032106884989
4.239607916662614e-10,0.001163068332778307,4.239607916662614e-10,0.001768259714891165
4.243878424308458e-10,0.001137167663764328,4.243878424308458e-10,0.001847902242158204
4.252419439600145e-10,0.00108536632573637,4.252419439600145e-10,0.0019794415654498
4.269501470183519e-10,0.0009817636496804523,4.269501470183519e-10,0.002119274920932103
4.303665531350266e-10,0.0007745582975686179,4.303665531350266e-10,0.001869220141267221
4.32074756193364e-10,0.0006709556215127007,4.32074756193364e-10,0.001481840146528343
4.329288577225327e-10,0.0005812185032026142,4.329288577225327e-10,0.001228845642320356
4.33495756521225e-10,0.0004559218736620771,4.33495756521225e-10,0.001042012341596949
4.340626553199172e-10,0.00033062524412154,4.340626553199172e-10,0.0008419945580482708
